date,amfi_code,nav,daily_return_pct
2022-03-01,100016,520.4608,8.205055812442087
2022-03-02,100016,512.0153,-1.622696656501299
2022-03-03,100016,505.6316,-1.2467791489824687
2022-03-04,100016,505.6316,0.0
2022-03-05,100016,515.5881,1.9691213919383221
2022-03-06,100016,470.7754,-8.691569879134153
2022-03-07,100016,470.7754,0.0
2022-03-08,100016,423.3646,-10.07078959520824
2022-03-09,100016,423.3646,0.0
2022-03-10,100016,430.3701,1.6547203049097625
2022-03-11,100016,455.1164,5.750004472894377
2022-03-12,100016,455.1164,0.0
2022-03-13,100016,455.1164,0.0
2022-03-14,100016,455.1164,0.0
2022-03-15,100016,455.1164,0.0
2022-03-16,100016,455.1164,0.0
2022-03-17,100016,455.1164,0.0
2022-03-18,100016,455.1164,0.0
2022-03-19,100016,455.1164,0.0
2022-03-20,100016,455.1164,0.0
2022-03-21,100016,455.1164,0.0
2022-03-22,100016,455.1164,0.0
2022-03-23,100016,455.1164,0.0
2022-03-24,100016,455.1164,0.0
2022-03-25,100016,455.1164,0.0
2022-03-26,100016,455.1164,0.0
2022-03-27,100016,455.1164,0.0
2022-03-28,100016,455.1164,0.0
2022-03-29,100016,455.1164,0.0
2022-03-30,100016,455.1164,0.0
2022-03-31,100016,455.1164,0.0
2022-04-01,100016,515.0971,13.179199870626501
2022-04-02,100016,513.6729,-0.2764915585818484
2022-04-03,100016,504.6233,-1.7617437088855659
2022-04-04,100016,534.7762,5.975328527240031
2022-04-05,100016,522.4674,-2.3016731111070388
2022-04-06,100016,522.4674,0.0
2022-04-07,100016,443.3196,-15.148849478455507
2022-04-08,100016,427.5619,-3.554478529710847
2022-04-09,100016,427.5619,0.0
2022-04-10,100016,428.3154,0.17623179240247033
2022-04-11,100016,452.9791,5.758303343750892
2022-04-12,100016,452.9791,0.0
2022-04-13,100016,452.9791,0.0
2022-04-14,100016,452.9791,0.0
2022-04-15,100016,452.9791,0.0
2022-04-16,100016,452.9791,0.0
2022-04-17,100016,452.9791,0.0
2022-04-18,100016,452.9791,0.0
2022-04-19,100016,452.9791,0.0
2022-04-20,100016,452.9791,0.0
2022-04-21,100016,452.9791,0.0
2022-04-22,100016,452.9791,0.0
2022-04-23,100016,452.9791,0.0
2022-04-24,100016,452.9791,0.0
2022-04-25,100016,452.9791,0.0
2022-04-26,100016,452.9791,0.0
2022-04-27,100016,452.9791,0.0
2022-04-28,100016,452.9791,0.0
2022-04-29,100016,452.9791,0.0
2022-04-30,100016,452.9791,0.0
2022-05-01,100016,521.7239,15.176152718745728
2022-05-02,100016,521.7239,0.0
2022-05-03,100016,521.7239,0.0
2022-05-04,100016,531.2213,1.820388140163809
2022-05-05,100016,517.1078,-2.656802353369503
2022-05-06,100016,517.1078,0.0
2022-05-07,100016,449.0289,-13.165320654610113
2022-05-08,100016,424.424,-5.479580490253532
2022-05-09,100016,415.1206,-2.1920061071004304
2022-05-10,100016,432.9656,4.298750772667015
2022-05-11,100016,432.9656,0.0
2022-05-12,100016,483.5309,11.67882621621672
2022-05-13,100016,483.5309,0.0
2022-05-14,100016,483.5309,0.0
2022-05-15,100016,483.5309,0.0
2022-05-16,100016,483.5309,0.0
2022-05-17,100016,483.5309,0.0
2022-05-18,100016,483.5309,0.0
2022-05-19,100016,483.5309,0.0
2022-05-20,100016,483.5309,0.0
2022-05-21,100016,483.5309,0.0
2022-05-22,100016,483.5309,0.0
2022-05-23,100016,483.5309,0.0
2022-05-24,100016,483.5309,0.0
2022-05-25,100016,483.5309,0.0
2022-05-26,100016,483.5309,0.0
2022-05-27,100016,483.5309,0.0
2022-05-28,100016,483.5309,0.0
2022-05-29,100016,483.5309,0.0
2022-05-30,100016,483.5309,0.0
2022-05-31,100016,483.5309,0.0
2022-06-01,100016,515.788,6.6711558661504355
2022-06-02,100016,515.788,0.0
2022-06-03,100016,515.788,0.0
2022-06-04,100016,532.3217,3.205522423941609
2022-06-05,100016,514.6837,-3.313409917348842
2022-06-06,100016,476.2119,-7.474843287246136
2022-06-07,100016,451.9322,-5.098507618142256
2022-06-08,100016,451.9322,0.0
2022-06-09,100016,417.805,-7.551398196455139
2022-06-10,100016,426.8679,2.1691698280298155
2022-06-11,100016,426.8679,0.0
2022-06-12,100016,485.0894,13.639231246950168
2022-06-13,100016,485.0894,0.0
2022-06-14,100016,485.0894,0.0
2022-06-15,100016,485.0894,0.0
2022-06-16,100016,485.0894,0.0
2022-06-17,100016,485.0894,0.0
2022-06-18,100016,485.0894,0.0
2022-06-19,100016,485.0894,0.0
2022-06-20,100016,485.0894,0.0
2022-06-21,100016,485.0894,0.0
2022-06-22,100016,485.0894,0.0
2022-06-23,100016,485.0894,0.0
2022-06-24,100016,485.0894,0.0
2022-06-25,100016,485.0894,0.0
2022-06-26,100016,485.0894,0.0
2022-06-27,100016,485.0894,0.0
2022-06-28,100016,485.0894,0.0
2022-06-29,100016,485.0894,0.0
2022-06-30,100016,485.0894,0.0
2022-07-01,100016,515.1639,6.19978502931624
2022-07-02,100016,508.0666,-1.3776780554693446
2022-07-03,100016,504.411,-0.719511969493758
2022-07-04,100016,526.7582,4.430355404620445
2022-07-05,100016,526.7582,0.0
2022-07-06,100016,481.6458,-8.564157140790595
2022-07-07,100016,446.2213,-7.354886100948043
2022-07-08,100016,446.2213,0.0
2022-07-09,100016,418.6355,-6.182089469955832
2022-07-10,100016,421.495,0.6830524406076455
2022-07-11,100016,457.1295,8.45431143904436
2022-07-12,100016,481.0854,5.240506246041865
2022-07-13,100016,481.0854,0.0
2022-07-14,100016,481.0854,0.0
2022-07-15,100016,481.0854,0.0
2022-07-16,100016,481.0854,0.0
2022-07-17,100016,481.0854,0.0
2022-07-18,100016,481.0854,0.0
2022-07-19,100016,481.0854,0.0
2022-07-20,100016,481.0854,0.0
2022-07-21,100016,481.0854,0.0
2022-07-22,100016,481.0854,0.0
2022-07-23,100016,481.0854,0.0
2022-07-24,100016,481.0854,0.0
2022-07-25,100016,481.0854,0.0
2022-07-26,100016,481.0854,0.0
2022-07-27,100016,481.0854,0.0
2022-07-28,100016,481.0854,0.0
2022-07-29,100016,481.0854,0.0
2022-07-30,100016,481.0854,0.0
2022-07-31,100016,481.0854,0.0
2022-08-01,100016,481.0854,0.0
2022-08-02,100016,510.3595,6.085011101978988
2022-08-03,100016,518.6513,1.6246978845304128
2022-08-04,100016,525.7986,1.3780549667955944
2022-08-05,100016,525.7986,0.0
2022-08-06,100016,480.4735,-8.62023976480728
2022-08-07,100016,440.6669,-8.28486898861227
2022-08-08,100016,423.1925,-3.965444193789003
2022-08-09,100016,423.2368,0.010468049410139457
2022-08-10,100016,423.2368,0.0
2022-08-11,100016,457.3685,8.064445246727114
2022-08-12,100016,483.5409,5.7223879650653675
2022-08-13,100016,483.5409,0.0
2022-08-14,100016,483.5409,0.0
2022-08-15,100016,483.5409,0.0
2022-08-16,100016,483.5409,0.0
2022-08-17,100016,483.5409,0.0
2022-08-18,100016,483.5409,0.0
2022-08-19,100016,483.5409,0.0
2022-08-20,100016,483.5409,0.0
2022-08-21,100016,483.5409,0.0
2022-08-22,100016,483.5409,0.0
2022-08-23,100016,483.5409,0.0
2022-08-24,100016,483.5409,0.0
2022-08-25,100016,483.5409,0.0
2022-08-26,100016,483.5409,0.0
2022-08-27,100016,483.5409,0.0
2022-08-28,100016,483.5409,0.0
2022-08-29,100016,483.5409,0.0
2022-08-30,100016,483.5409,0.0
2022-08-31,100016,483.5409,0.0
2022-09-01,100016,483.5409,0.0
2022-09-02,100016,509.0223,5.269750707747778
2022-09-03,100016,517.7387,1.7123807738875119
2022-09-04,100016,517.7387,0.0
2022-09-05,100016,516.5793,-0.22393535580785828
2022-09-06,100016,473.1759,-8.402078828942617
2022-09-07,100016,473.1759,0.0
2022-09-08,100016,422.7537,-10.65612175091758
2022-09-09,100016,424.9639,0.5228103266748496
2022-09-10,100016,424.9639,0.0
2022-09-11,100016,460.3808,8.334096143225334
2022-09-12,100016,487.4889,5.888190819425998
2022-09-13,100016,487.4889,0.0
2022-09-14,100016,487.4889,0.0
2022-09-15,100016,487.4889,0.0
2022-09-16,100016,487.4889,0.0
2022-09-17,100016,487.4889,0.0
2022-09-18,100016,487.4889,0.0
2022-09-19,100016,487.4889,0.0
2022-09-20,100016,487.4889,0.0
2022-09-21,100016,487.4889,0.0
2022-09-22,100016,487.4889,0.0
2022-09-23,100016,487.4889,0.0
2022-09-24,100016,487.4889,0.0
2022-09-25,100016,487.4889,0.0
2022-09-26,100016,487.4889,0.0
2022-09-27,100016,487.4889,0.0
2022-09-28,100016,487.4889,0.0
2022-09-29,100016,487.4889,0.0
2022-09-30,100016,487.4889,0.0
2022-10-01,100016,510.7136,4.764149501660442
2022-10-02,100016,509.4161,-0.2540562851664818
2022-10-03,100016,520.3416,2.1447103850859905
2022-10-04,100016,520.3416,0.0
2022-10-05,100016,511.4204,-1.7144890971623306
2022-10-06,100016,471.0598,-7.891863523629484
2022-10-07,100016,471.0598,0.0
2022-10-08,100016,412.293,-12.475443669784603
2022-10-09,100016,412.293,0.0
2022-10-10,100016,422.2208,2.4079477458991416
2022-10-11,100016,451.9519,7.041600034863271
2022-10-12,100016,451.9519,0.0
2022-10-13,100016,451.9519,0.0
2022-10-14,100016,451.9519,0.0
2022-10-15,100016,451.9519,0.0
2022-10-16,100016,451.9519,0.0
2022-10-17,100016,451.9519,0.0
2022-10-18,100016,451.9519,0.0
2022-10-19,100016,451.9519,0.0
2022-10-20,100016,451.9519,0.0
2022-10-21,100016,451.9519,0.0
2022-10-22,100016,451.9519,0.0
2022-10-23,100016,451.9519,0.0
2022-10-24,100016,451.9519,0.0
2022-10-25,100016,451.9519,0.0
2022-10-26,100016,451.9519,0.0
2022-10-27,100016,451.9519,0.0
2022-10-28,100016,451.9519,0.0
2022-10-29,100016,451.9519,0.0
2022-10-30,100016,451.9519,0.0
2022-10-31,100016,451.9519,0.0
2022-11-01,100016,513.5542,13.630277912317656
2022-11-02,100016,512.826,-0.14179613368949795
2022-11-03,100016,517.6372,0.9381739615386131
2022-11-04,100016,526.2264,1.6593088750190388
2022-11-05,100016,504.9889,-4.035810442045484
2022-11-06,100016,504.9889,0.0
2022-11-07,100016,447.4448,-11.39512175416133
2022-11-08,100016,418.6311,-6.439609980940664
2022-11-09,100016,418.6311,0.0
2022-11-10,100016,422.5333,0.9321333269315168
2022-11-11,100016,453.9711,7.440312988349085
2022-11-12,100016,453.9711,0.0
2022-11-13,100016,453.9711,0.0
2022-11-14,100016,453.9711,0.0
2022-11-15,100016,453.9711,0.0
2022-11-16,100016,453.9711,0.0
2022-11-17,100016,453.9711,0.0
2022-11-18,100016,453.9711,0.0
2022-11-19,100016,453.9711,0.0
2022-11-20,100016,453.9711,0.0
2022-11-21,100016,453.9711,0.0
2022-11-22,100016,453.9711,0.0
2022-11-23,100016,453.9711,0.0
2022-11-24,100016,453.9711,0.0
2022-11-25,100016,453.9711,0.0
2022-11-26,100016,453.9711,0.0
2022-11-27,100016,453.9711,0.0
2022-11-28,100016,453.9711,0.0
2022-11-29,100016,453.9711,0.0
2022-11-30,100016,453.9711,0.0
2022-12-01,100016,512.3195,12.852888653044214
2022-12-02,100016,512.3195,0.0
2022-12-03,100016,512.3195,0.0
2022-12-04,100016,527.7466,3.0112263929052085
2022-12-05,100016,495.8735,-6.039470457981155
2022-12-06,100016,495.8735,0.0
2022-12-07,100016,444.7739,-10.304966891757672
2022-12-08,100016,415.5307,-6.574846230860221
2022-12-09,100016,421.5737,1.4542848458609647
2022-12-10,100016,420.0881,-0.3523938993348019
2022-12-11,100016,420.0881,0.0
2022-12-12,100016,488.4785,16.280013644756906
2022-12-13,100016,488.4785,0.0
2022-12-14,100016,488.4785,0.0
2022-12-15,100016,488.4785,0.0
2022-12-16,100016,488.4785,0.0
2022-12-17,100016,488.4785,0.0
2022-12-18,100016,488.4785,0.0
2022-12-19,100016,488.4785,0.0
2022-12-20,100016,488.4785,0.0
2022-12-21,100016,488.4785,0.0
2022-12-22,100016,488.4785,0.0
2022-12-23,100016,488.4785,0.0
2022-12-24,100016,488.4785,0.0
2022-12-25,100016,488.4785,0.0
2022-12-26,100016,488.4785,0.0
2022-12-27,100016,488.4785,0.0
2022-12-28,100016,488.4785,0.0
2022-12-29,100016,488.4785,0.0
2022-12-30,100016,488.4785,0.0
2022-12-31,100016,488.4785,0.0
2023-01-01,100016,488.4785,0.0
2023-01-02,100016,487.5779,-0.1843684010657598
2023-01-03,100016,508.6667,4.325216544884425
2023-01-04,100016,508.6667,0.0
2023-01-05,100016,571.1134,12.276545722375776
2023-01-06,100016,565.0931,-1.054133907556698
2023-01-07,100016,565.0931,0.0
2023-01-08,100016,575.2193,1.7919525118958113
2023-01-09,100016,576.8994,0.2920799076108871
2023-01-10,100016,576.8994,0.0
2023-01-11,100016,578.126,0.2126193925665376
2023-01-12,100016,578.1473,0.0036843179514578495
2023-01-13,100016,578.1473,0.0
2023-01-14,100016,578.1473,0.0
2023-01-15,100016,578.1473,0.0
2023-01-16,100016,578.1473,0.0
2023-01-17,100016,578.1473,0.0
2023-01-18,100016,578.1473,0.0
2023-01-19,100016,578.1473,0.0
2023-01-20,100016,578.1473,0.0
2023-01-21,100016,578.1473,0.0
2023-01-22,100016,578.1473,0.0
2023-01-23,100016,578.1473,0.0
2023-01-24,100016,578.1473,0.0
2023-01-25,100016,578.1473,0.0
2023-01-26,100016,578.1473,0.0
2023-01-27,100016,578.1473,0.0
2023-01-28,100016,578.1473,0.0
2023-01-29,100016,578.1473,0.0
2023-01-30,100016,578.1473,0.0
2023-01-31,100016,578.1473,0.0
2023-02-01,100016,470.8644,-18.556326389485854
2023-02-02,100016,484.0122,2.792268857021263
2023-02-03,100016,512.7785,5.94330060275341
2023-02-04,100016,512.7785,0.0
2023-02-05,100016,565.6753,10.31572111545238
2023-02-06,100016,563.6716,-0.3542138042795906
2023-02-07,100016,563.6716,0.0
2023-02-08,100016,569.2005,0.9808725506128102
2023-02-09,100016,569.2005,0.0
2023-02-10,100016,582.5895,2.3522467039294614
2023-02-11,100016,582.6704,0.013886278417296616
2023-02-12,100016,582.6704,0.0
2023-02-13,100016,582.6704,0.0
2023-02-14,100016,582.6704,0.0
2023-02-15,100016,582.6704,0.0
2023-02-16,100016,582.6704,0.0
2023-02-17,100016,582.6704,0.0
2023-02-18,100016,582.6704,0.0
2023-02-19,100016,582.6704,0.0
2023-02-20,100016,582.6704,0.0
2023-02-21,100016,582.6704,0.0
2023-02-22,100016,582.6704,0.0
2023-02-23,100016,582.6704,0.0
2023-02-24,100016,582.6704,0.0
2023-02-25,100016,582.6704,0.0
2023-02-26,100016,582.6704,0.0
2023-02-27,100016,582.6704,0.0
2023-02-28,100016,582.6704,0.0
2023-03-01,100016,472.9663,-18.82781414672857
2023-03-02,100016,478.2065,1.107943631501862
2023-03-03,100016,514.5893,7.608177638739755
2023-03-04,100016,567.2319,10.230022272130412
2023-03-05,100016,566.404,-0.14595441476404902
2023-03-06,100016,566.404,0.0
2023-03-07,100016,576.7654,1.8293303013396711
2023-03-08,100016,561.849,-2.5862161634522374
2023-03-09,100016,561.849,0.0
2023-03-10,100016,580.8402,3.3801252649733105
2023-03-11,100016,579.7325,-0.1907064972431316
2023-03-12,100016,579.7325,0.0
2023-03-13,100016,579.7325,0.0
2023-03-14,100016,579.7325,0.0
2023-03-15,100016,579.7325,0.0
2023-03-16,100016,579.7325,0.0
2023-03-17,100016,579.7325,0.0
2023-03-18,100016,579.7325,0.0
2023-03-19,100016,579.7325,0.0
2023-03-20,100016,579.7325,0.0
2023-03-21,100016,579.7325,0.0
2023-03-22,100016,579.7325,0.0
2023-03-23,100016,579.7325,0.0
2023-03-24,100016,579.7325,0.0
2023-03-25,100016,579.7325,0.0
2023-03-26,100016,579.7325,0.0
2023-03-27,100016,579.7325,0.0
2023-03-28,100016,579.7325,0.0
2023-03-29,100016,579.7325,0.0
2023-03-30,100016,579.7325,0.0
2023-03-31,100016,579.7325,0.0
2023-04-01,100016,474.0441,-18.230545984570455
2023-04-02,100016,474.0441,0.0
2023-04-03,100016,474.0441,0.0
2023-04-04,100016,561.1622,18.377636173512112
2023-04-05,100016,567.8622,1.193950697320667
2023-04-06,100016,567.8622,0.0
2023-04-07,100016,576.8293,1.5790978867760375
2023-04-08,100016,570.0239,-1.1797944383199588
2023-04-09,100016,573.398,0.5919225492124092
2023-04-10,100016,581.8024,1.465718401529137
2023-04-11,100016,581.8024,0.0
2023-04-12,100016,575.5467,-1.075227603048745
2023-04-13,100016,575.5467,0.0
2023-04-14,100016,575.5467,0.0
2023-04-15,100016,575.5467,0.0
2023-04-16,100016,575.5467,0.0
2023-04-17,100016,575.5467,0.0
2023-04-18,100016,575.5467,0.0
2023-04-19,100016,575.5467,0.0
2023-04-20,100016,575.5467,0.0
2023-04-21,100016,575.5467,0.0
2023-04-22,100016,575.5467,0.0
2023-04-23,100016,575.5467,0.0
2023-04-24,100016,575.5467,0.0
2023-04-25,100016,575.5467,0.0
2023-04-26,100016,575.5467,0.0
2023-04-27,100016,575.5467,0.0
2023-04-28,100016,575.5467,0.0
2023-04-29,100016,575.5467,0.0
2023-04-30,100016,575.5467,0.0
2023-05-01,100016,478.8877,-16.794293147715035
2023-05-02,100016,478.8877,0.0
2023-05-03,100016,478.8877,0.0
2023-05-04,100016,557.0355,16.318606637840126
2023-05-05,100016,564.5686,1.352355460289334
2023-05-06,100016,563.3934,-0.20815893763838078
2023-05-07,100016,577.0426,2.4226765879756362
2023-05-08,100016,577.0426,0.0
2023-05-09,100016,575.8066,-0.21419562437851036
2023-05-10,100016,581.7779,1.0370322257508002
2023-05-11,100016,581.7779,0.0
2023-05-12,100016,574.0293,-1.331882837075804
2023-05-13,100016,574.0293,0.0
2023-05-14,100016,574.0293,0.0
2023-05-15,100016,574.0293,0.0
2023-05-16,100016,574.0293,0.0
2023-05-17,100016,574.0293,0.0
2023-05-18,100016,574.0293,0.0
2023-05-19,100016,574.0293,0.0
2023-05-20,100016,574.0293,0.0
2023-05-21,100016,574.0293,0.0
2023-05-22,100016,574.0293,0.0
2023-05-23,100016,574.0293,0.0
2023-05-24,100016,574.0293,0.0
2023-05-25,100016,574.0293,0.0
2023-05-26,100016,574.0293,0.0
2023-05-27,100016,574.0293,0.0
2023-05-28,100016,574.0293,0.0
2023-05-29,100016,574.0293,0.0
2023-05-30,100016,574.0293,0.0
2023-05-31,100016,574.0293,0.0
2023-06-01,100016,481.1631,-16.177954679316898
2023-06-02,100016,478.7459,-0.5023660376283989
2023-06-03,100016,521.7123,8.97478182058582
2023-06-04,100016,550.7921,5.573914971910754
2023-06-05,100016,550.7921,0.0
2023-06-06,100016,564.4191,2.4740732483272687
2023-06-07,100016,580.8301,2.9075911853443825
2023-06-08,100016,580.8301,0.0
2023-06-09,100016,582.0642,0.21247177100498504
2023-06-10,100016,578.7012,-0.577771318009257
2023-06-11,100016,581.5232,0.4876437097417474
2023-06-12,100016,587.8432,1.0868010081111157
2023-06-13,100016,587.8432,0.0
2023-06-14,100016,587.8432,0.0
2023-06-15,100016,587.8432,0.0
2023-06-16,100016,587.8432,0.0
2023-06-17,100016,587.8432,0.0
2023-06-18,100016,587.8432,0.0
2023-06-19,100016,587.8432,0.0
2023-06-20,100016,587.8432,0.0
2023-06-21,100016,587.8432,0.0
2023-06-22,100016,587.8432,0.0
2023-06-23,100016,587.8432,0.0
2023-06-24,100016,587.8432,0.0
2023-06-25,100016,587.8432,0.0
2023-06-26,100016,587.8432,0.0
2023-06-27,100016,587.8432,0.0
2023-06-28,100016,587.8432,0.0
2023-06-29,100016,587.8432,0.0
2023-06-30,100016,587.8432,0.0
2023-07-01,100016,587.8432,0.0
2023-07-02,100016,482.6505,-17.894686882488386
2023-07-03,100016,522.3246,8.220047425621658
2023-07-04,100016,557.6109,6.755626673528292
2023-07-05,100016,557.6109,0.0
2023-07-06,100016,560.929,0.5950565170085298
2023-07-07,100016,584.1654,4.1424850560409565
2023-07-08,100016,567.2493,-2.8957723274949276
2023-07-09,100016,582.2461,2.643775849525065
2023-07-10,100016,582.2461,0.0
2023-07-11,100016,579.9607,-0.39251443676479036
2023-07-12,100016,589.7144,1.6817863693177726
2023-07-13,100016,589.7144,0.0
2023-07-14,100016,589.7144,0.0
2023-07-15,100016,589.7144,0.0
2023-07-16,100016,589.7144,0.0
2023-07-17,100016,589.7144,0.0
2023-07-18,100016,589.7144,0.0
2023-07-19,100016,589.7144,0.0
2023-07-20,100016,589.7144,0.0
2023-07-21,100016,589.7144,0.0
2023-07-22,100016,589.7144,0.0
2023-07-23,100016,589.7144,0.0
2023-07-24,100016,589.7144,0.0
2023-07-25,100016,589.7144,0.0
2023-07-26,100016,589.7144,0.0
2023-07-27,100016,589.7144,0.0
2023-07-28,100016,589.7144,0.0
2023-07-29,100016,589.7144,0.0
2023-07-30,100016,589.7144,0.0
2023-07-31,100016,589.7144,0.0
2023-08-01,100016,589.7144,0.0
2023-08-02,100016,475.7347,-19.327949258149367
2023-08-03,100016,527.3425,10.84802096630748
2023-08-04,100016,527.3425,0.0
2023-08-05,100016,561.939,6.560537032384084
2023-08-06,100016,562.2606,0.05723041113003813
2023-08-07,100016,562.2606,0.0
2023-08-08,100016,573.2563,1.9556234244405557
2023-08-09,100016,589.1525,2.772965600203614
2023-08-10,100016,589.1525,0.0
2023-08-11,100016,579.3189,-1.6691094411039664
2023-08-12,100016,588.0119,1.5005552209672368
2023-08-13,100016,588.0119,0.0
2023-08-14,100016,588.0119,0.0
2023-08-15,100016,588.0119,0.0
2023-08-16,100016,588.0119,0.0
2023-08-17,100016,588.0119,0.0
2023-08-18,100016,588.0119,0.0
2023-08-19,100016,588.0119,0.0
2023-08-20,100016,588.0119,0.0
2023-08-21,100016,588.0119,0.0
2023-08-22,100016,588.0119,0.0
2023-08-23,100016,588.0119,0.0
2023-08-24,100016,588.0119,0.0
2023-08-25,100016,588.0119,0.0
2023-08-26,100016,588.0119,0.0
2023-08-27,100016,588.0119,0.0
2023-08-28,100016,588.0119,0.0
2023-08-29,100016,588.0119,0.0
2023-08-30,100016,588.0119,0.0
2023-08-31,100016,588.0119,0.0
2023-09-01,100016,477.7684,-18.748515123588483
2023-09-02,100016,479.4358,0.34899754776582803
2023-09-03,100016,540.0526,12.64336121749774
2023-09-04,100016,540.0526,0.0
2023-09-05,100016,563.3736,4.318283070945306
2023-09-06,100016,570.1945,1.2107241091879217
2023-09-07,100016,570.1945,0.0
2023-09-08,100016,572.7737,0.45233687803021283
2023-09-09,100016,572.7737,0.0
2023-09-10,100016,584.0455,1.9679325360085542
2023-09-11,100016,567.0393,-2.911793687306885
2023-09-12,100016,567.0393,0.0
2023-09-13,100016,567.0393,0.0
2023-09-14,100016,567.0393,0.0
2023-09-15,100016,567.0393,0.0
2023-09-16,100016,567.0393,0.0
2023-09-17,100016,567.0393,0.0
2023-09-18,100016,567.0393,0.0
2023-09-19,100016,567.0393,0.0
2023-09-20,100016,567.0393,0.0
2023-09-21,100016,567.0393,0.0
2023-09-22,100016,567.0393,0.0
2023-09-23,100016,567.0393,0.0
2023-09-24,100016,567.0393,0.0
2023-09-25,100016,567.0393,0.0
2023-09-26,100016,567.0393,0.0
2023-09-27,100016,567.0393,0.0
2023-09-28,100016,567.0393,0.0
2023-09-29,100016,567.0393,0.0
2023-09-30,100016,567.0393,0.0
2023-10-01,100016,487.2879,-14.064527802570304
2023-10-02,100016,483.1532,-0.8485127580635465
2023-10-03,100016,543.1889,12.425810281293792
2023-10-04,100016,565.5706,4.120426614019546
2023-10-05,100016,558.0581,-1.3283045476550681
2023-10-06,100016,558.0581,0.0
2023-10-07,100016,583.3333,4.529134152877634
2023-10-08,100016,572.2513,-1.8997715371298018
2023-10-09,100016,572.2513,0.0
2023-10-10,100016,584.996,2.2271159541271457
2023-10-11,100016,566.2233,-3.209030489097364
2023-10-12,100016,566.2233,0.0
2023-10-13,100016,566.2233,0.0
2023-10-14,100016,566.2233,0.0
2023-10-15,100016,566.2233,0.0
2023-10-16,100016,566.2233,0.0
2023-10-17,100016,566.2233,0.0
2023-10-18,100016,566.2233,0.0
2023-10-19,100016,566.2233,0.0
2023-10-20,100016,566.2233,0.0
2023-10-21,100016,566.2233,0.0
2023-10-22,100016,566.2233,0.0
2023-10-23,100016,566.2233,0.0
2023-10-24,100016,566.2233,0.0
2023-10-25,100016,566.2233,0.0
2023-10-26,100016,566.2233,0.0
2023-10-27,100016,566.2233,0.0
2023-10-28,100016,566.2233,0.0
2023-10-29,100016,566.2233,0.0
2023-10-30,100016,566.2233,0.0
2023-10-31,100016,566.2233,0.0
2023-11-01,100016,488.3757,-13.7485688066881
2023-11-02,100016,488.3757,0.0
2023-11-03,100016,488.3757,0.0
2023-11-04,100016,567.4627,16.193885158495824
2023-11-05,100016,560.0718,-1.3024468392371813
2023-11-06,100016,560.0718,0.0
2023-11-07,100016,583.962,4.265560237098165
2023-11-08,100016,574.7646,-1.5749997431339757
2023-11-09,100016,595.1135,3.540388534714922
2023-11-10,100016,582.8431,-2.0618587882815675
2023-11-11,100016,582.8431,0.0
2023-11-12,100016,576.9838,-1.0052962795647824
2023-11-13,100016,576.9838,0.0
2023-11-14,100016,576.9838,0.0
2023-11-15,100016,576.9838,0.0
2023-11-16,100016,576.9838,0.0
2023-11-17,100016,576.9838,0.0
2023-11-18,100016,576.9838,0.0
